,period,username,date,retweets,favorites,hashtags,text
19,201912,ErikVoorhees,2019-07-31 15:31:04+00:00,10,98,,"Pretty dope... ""Moreover, customers don’t need to put U.S. dollars in to bet on the product. Chou explained that traders can buy contracts using bitcoin."""
20,201912,ErikVoorhees,2019-07-31 15:30:01+00:00,170,646,,"Beating Bakkt, LedgerX Is First to Launch ‘Physical’ Bitcoin Futures in US https://www.coindesk.com/beating-bakkt-ledgerx-is-first-to-launch-physical-bitcoin-futures-in-us via @CoinDesk"
21,201912,PeterLBrandt,2019-08-02 05:52:21+00:00,5,55,,Weekly Crypto Report was published for Bitcoin Live Members. Link: 
22,201912,APompliano,2019-08-07 20:03:15+00:00,553,2677,,Important reminder as we enter the next Bitcoin bull market: - BTC is very volatile - You can lose all of your money - Only invest what is ok to lose - Twitter is not investment advice - Don't buy BTC with credit cards - Keep low time preference - Do your own research 
23,201912,APompliano,2019-08-07 19:54:11+00:00,451,1996,,Bank of America believes the Federal Reserve may have to resort back to quantitative easing as early as Q4 this year. Step 1 was cutting interest rates. Step 2 is printing money. Step 3 will be the Bitcoin halving. You can’t write a better script for the rise of Bitcoin 
24,201912,APompliano,2019-08-07 18:23:30+00:00,363,2219,,Bitcoin is the currency of the people
25,201912,APompliano,2019-08-07 13:29:22+00:00,42,211,,"Epic episode with @matt_odell is now live! We discuss Bitcoin, mining, interest rates, Bitcoin twitter, financial privacy, and where Matt believes we're going in the future. Listen and learn "
26,201912,APompliano,2019-08-07 13:11:21+00:00,840,3676,,Central banks around the world are slashing interest rates. Soon they'll start printing egregious amounts of money. Bitcoin halving approaching quickly. Buckle up. This may get insane.
27,201912,APompliano,2019-08-07 03:34:51+00:00,0,2,,It is the most important data point when building an investment case for Bitcoin in institution’s portfolios right now
28,201912,APompliano,2019-08-07 03:22:18+00:00,0,12,,"Hopefully we'll meet in person one day and I can address any concerns you have. Until then, happy to just hang with you here and watch as Bitcoin continues to grow stronger :)"
29,201912,APompliano,2019-08-07 03:02:48+00:00,1,6,,"You would love Bitcoin, Chrissy. Lets get you onboard."
30,201912,APompliano,2019-08-07 02:50:41+00:00,13,119,,Thank god Bitcoin is serving as a hedge against global chaos
31,201912,APompliano,2019-08-06 23:44:44+00:00,112,897,,"My friend @pulte has given away hundreds of thousands of dollars on Twitter recently, including cars, cash and other amazing gifts. His goal is to help unsuspecting Americans in need of a helping hand. Give him a follow and maybe he will eventually give away some Bitcoin too :)"
32,201912,APompliano,2019-08-06 22:25:19+00:00,302,1629,,"Public pension plans with $1B+ in assets targeted 7.25% long-term return last year. They missed the target and had a median return of 6.79%. If they had 1% of their assets in Bitcoin, those public pension plans would have hit the target. Everyone must get off zero! "
33,201912,APompliano,2019-08-06 18:56:41+00:00,152,1012,,"Bitcoin has more availability, faster settlement times, and cheaper fees than most bank wires. But the detractors are right...Bitcoin has no value! "
34,201912,APompliano,2019-08-06 12:42:23+00:00,128,393,#StackingSats,"Going LIVE with @alexadelman to talk Bitcoin, @trylolli, mass adoption, and #StackingSats "
35,201912,APompliano,2019-08-06 11:59:52+00:00,1,11,,"Kevin is entertaining when on television. He understands the game, but does not yet own a lot of bitcoin. That will change."
36,201912,APompliano,2019-08-06 11:43:17+00:00,1,36,,I would actually argue that having 80% of your wealth in the stock market at today's valuations is MUCH more risky than having a concentrated Bitcoin position.
37,201912,APompliano,2019-08-06 11:35:17+00:00,498,1874,,"""We are now at a point where I would argue that it is irresponsible for an investor to have 0% exposure to Bitcoin in their portfolio."" "
38,201912,APompliano,2019-08-06 11:05:40+00:00,0,1,,Kevin is an entertainer. He knows Bitcoin is the future but has to play the bad guy :)
39,201912,APompliano,2019-08-06 02:55:04+00:00,1,27,,Bitcoin is up 218% YTD. What is this bear market you speak of? 
40,201912,APompliano,2019-08-06 02:25:27+00:00,0,5,,Great shot
41,201912,APompliano,2019-08-05 23:50:47+00:00,50,240,,"The largest asset managers in the world all read the same investor letter each morning to better understand Bitcoin and the role it plays in the macro economy. Join more than 30,000 other investors: http://offthechain.substack.com"
42,201912,APompliano,2019-08-05 23:11:17+00:00,613,2349,,“Investors flee to Bitcoin” THE VIRUS IS SPREADING 
43,201912,APompliano,2019-08-05 22:22:15+00:00,548,2818,,"BREAKING: The US Treasury has designated China as a currency manipulator. We haven’t designated a major trade partner a currency manipulator since 1994. Meanwhile, Bitcoin keeps producing block after block after block after block..."
44,201912,APompliano,2019-08-05 19:39:39+00:00,231,1130,,"REMINDER: Bitcoin is a non-correlated, asymmetric return asset that has the potential to perform well during times of global instability."
45,201912,APompliano,2019-08-05 17:38:36+00:00,338,1816,,Bitcoin is already available. 
46,201912,APompliano,2019-08-05 17:28:26+00:00,0,2,,Anthony killed it. The guy has more knowledge of money than most people could ever dream of learning!
47,201912,APompliano,2019-08-05 16:41:54+00:00,150,1039,,"I’ll be on @SquawkCNBC with @kevinolearytv tomorrow morning (Tuesday) at 6:40a EST to talk China, Bitcoin, and the trade war. Eventually we’re going to turn Kevin into a Bitcoiner "
48,201912,APompliano,2019-08-05 12:36:47+00:00,146,1503,,"Bitcoin can not be manipulated by a single country, President Trump."
49,201912,APompliano,2019-08-05 11:58:39+00:00,1153,4876,,Important message as we enter the next Bitcoin bull market: - BTC is very volatile - You can lose all of your money - Only invest what is ok to lose - Twitter is not investment advice - Don't buy BTC with credit cards - Keep low time preference - Do your own research 
50,201912,APompliano,2019-08-05 11:50:17+00:00,0,5,,"The discipline of the software and the inability to manipulate it by one country is incredibly important right now IMO. Bitcoin has many advantages &amp; nuances, but in times of global instability, a stable and predictable currency becomes incredibly attractive."
51,201912,APompliano,2019-08-05 11:06:21+00:00,45,190,,"New episode with @Scaramucci! We discuss the macro economy, the history of money, the current structural issues in America, what Anthony took away from his time in the White House, and why he thinks Bitcoin could be interesting. Listen, learn, share. "
52,201912,APompliano,2019-08-05 02:57:18+00:00,563,3130,,UPDATE: Bitcoin is performing as designed during times of global instability.
53,201912,APompliano,2019-08-05 01:55:10+00:00,137,633,,"There is one currency that is digital, decentralized, and unable to be manipulated or seized by a nation state. People will slowly begin trusting Bitcoin over the collapsing currencies... "
54,201912,APompliano,2019-08-04 15:40:35+00:00,220,1341,,Bitcoin has exposed how few people in the legacy financial markets understand the virality and network effects of money
55,201912,APompliano,2019-08-04 12:16:17+00:00,4439,3153,,"I want everyone to learn about Bitcoin. Because of that, I’m giving away 10 free subscriptions to the newsletter I write to institutional investors about the industry every morning. Retweet this tweet and I’ll select 10 people. Knowledge is power! http://offthechain.substack.com"
56,201912,APompliano,2019-08-04 03:46:08+00:00,1,26,,"allowing everyone to share their perspective is important, but ultimately I only own Bitcoin :)"
57,201912,APompliano,2019-08-03 20:55:18+00:00,0,11,,"Exactly. Someone will always be a buyer at some price. This is true of almost every currency in history. Bitcoin could become worth next to $0 (low probability), but it would never be $0."
58,201912,APompliano,2019-08-03 18:45:02+00:00,332,2628,,Bitcoin will never go to zero.
59,201912,APompliano,2019-08-03 18:30:02+00:00,263,1124,,S&P 500 YTD: 17% Bitcoin YTD: 184% Bitcoin performance has 10x'd stocks through the first 7 months of the year 
60,201912,APompliano,2019-08-03 15:56:06+00:00,5,80,,"Don’t forget, this is a Bloomberg journalist, not some random anonymous troll. Joe has tried to make a career off attacking Bitcoin and it’s proponents. Been doing it since like 2013 "
61,201912,APompliano,2019-08-03 12:34:23+00:00,764,3196,,This week in crypto: 1. Square sold $125M BTC in Q2 2. Walmart patenting a stable coin 3. Grayscale using Coinbase Custody 4. S Korea starts regulation free zone 5. Kraken acquires Interchange 6. Lolli partners w/ Safeway & Udemy 7. Bitcoin still not dead :) Onwards!
62,201912,APompliano,2019-08-03 00:23:10+00:00,69,789,,Why did you find Bitcoin initially compelling?
63,201912,APompliano,2019-08-03 00:16:24+00:00,2,15,,"Majority of Bitcoin holders are likely not to be traders and are actually passive investors who don’t understand complex topics like supply schedules, disinflation, etc. Scarcity and supply/demand economics don’t just affect current market participants either."
64,201912,APompliano,2019-08-02 22:42:35+00:00,509,2791,,“Bitcoin is a peaceful protest” I can’t stop thinking about this statement.
65,201912,APompliano,2019-08-02 22:33:56+00:00,0,41,,"No, I actually believe Joe knows the truth and is just trying to troll people. Basically a poor man's Roubini. Zero chance that he believes an asset like Bitcoin is an efficient market."
66,201912,APompliano,2019-08-02 22:29:30+00:00,8,119,,"No wonder the mainstream media doesn't understand Bitcoin. They write dumb takes like this and then try to defend it will horrible logic. Future headline from you: ""Bitcoin 10X'd to $100,000 but it had nothing to do with the halving!"" LOLOL"
67,201912,APompliano,2019-08-02 14:47:12+00:00,0,16,,The blue one ain’t going anywhere but this purple Bitcoin tie will be put on display in the office 
68,201912,APompliano,2019-08-02 12:48:34+00:00,171,865,,"If you can look past the politics, you can start to see it becoming cool for powerful people to come out as vocal Bitcoin supporters... "
69,201912,APompliano,2019-08-02 01:48:51+00:00,0,4,,Just Bitcoin :)
70,201912,APompliano,2019-08-02 01:47:02+00:00,247,1702,,The US dollar is plentiful and Bitcoin is scarce. WHICH ONE DO YOU THINK IS GOING TO BE MORE VALUABLE IN THE FUTURE??
71,201912,APompliano,2019-08-02 01:31:55+00:00,0,6,,Haha appreciate you guys. I’ll share the compliments with the barber
72,201912,APompliano,2019-08-02 00:28:45+00:00,225,1059,,Federal Reserve cut interest rates yesterday. Today we learn Hong Kong will be put under martial law. Bitcoin goes up in price. The insurance policy against global chaos and instability is working...
73,201912,APompliano,2019-08-01 22:33:41+00:00,0,79,,Bitcoin is doing what it is designed to do. It deserves exposure!
74,201912,APompliano,2019-08-01 22:27:39+00:00,677,2807,,Educating @jchatterleyCNN’s audience of millions of people around the world on stock-to-flow ratios and why Bitcoin is poised to go much higher 
75,201912,APompliano,2019-08-01 21:42:45+00:00,289,2098,,“We love you Bitcoin” — @jack Who would have thought it would only take 10 years for a public company CEO to say this on an earnings call! 
76,201912,APompliano,2019-08-01 21:08:33+00:00,36,438,,Had the pleasure of hanging out with @thebitcoinrabbi today. He wrote an awesome book about Bitcoin that you should all go buy :) http://www.bitcoinmoneybook.com
77,201912,APompliano,2019-08-01 17:24:25+00:00,644,3013,,85% of Bitcoin's total supply has now been mined.
78,201912,APompliano,2019-08-01 15:23:15+00:00,624,2768,,"Central banks bought more than $15 billion of gold in the first 6 months of the year. They are trying to hedge their risk to the US dollar. Wait till they find out about the non-correlated, asymmetric upside profile of Bitcoin. Every central bank will be buying Bitcoin "
79,201912,APompliano,2019-08-01 13:17:13+00:00,72,432,,Going LIVE from the New York Stock Exchange with @jchatterleyCNN at 9:40a EST on CNN International. Bitcoin talk at the epicenter of the legacy financial system 
80,201912,APompliano,2019-07-31 23:09:00+00:00,42,783,,The people are desperate for Bitcoin.
81,201912,APompliano,2019-07-31 20:46:59+00:00,113,391,,"Going LIVE with @matt_odell to talk Bitcoin, the dangers of KYC, shitcoins, interest rate cuts, and BTC mining "
82,201912,APompliano,2019-07-31 18:45:53+00:00,0,3,,We were only there to talk about Bitcoin so I was trying to follow the rules!
83,201912,APompliano,2019-07-31 18:34:37+00:00,0,18,,I've written pretty extensively about the impact of monetary stimulus on an asset like Bitcoin
84,201912,APompliano,2019-07-31 18:19:25+00:00,788,3706,,BREAKING: The Federal Reserve has cut interest rates by 0.25% This is step one of pouring rocket fuel on Bitcoin 
85,201912,NickSzabo4,2019-08-06 21:58:21+00:00,1,3,,You can pay in Bitcoin and use the local currency or USD as the unit of account that defines wages levels in your contracts.
86,201912,NickSzabo4,2019-08-06 18:45:35+00:00,80,335,,"If you are saving for retirement or for your children's education and trust cash or gold or Bitcoin more than junk bonds or negative-real-interest sovereign bonds, that is ""hoarding"" because you are not giving central bankers and their Wall St. and government friends their cut. "
87,201912,NickSzabo4,2019-08-06 18:43:14+00:00,4,49,,"If you are saving for retirement or for your children's education & trust cash or gold or Bitcoin more than junk bonds or negative-real-interest sovereign bonds, that is ""hoarding"" because you are not giving central bankers &amp; their Wall St. &amp; government friends their cut."
88,201912,NickSzabo4,2019-08-05 20:57:50+00:00,0,19,,"You used the exchange symbols $BTC and $XAU, which represent exchange-based bitcoin book entries and brokerage-based gold ETF book entries respectively, so it was in need of clarification. Sorry to be pedantic but it matters."
89,201912,NickSzabo4,2019-08-05 20:31:25+00:00,2,79,,"The symbols, the ETFs, and the exchanges are neither the actual gold or the actual Bitcoin though. To get the full benefits of either you must hold them directly."
90,201912,NickSzabo4,2019-08-05 18:46:24+00:00,226,748,,"Gold and Bitcoin also hedge against inflation, never pay negative interest, and when held directly are not subject to haircuts and do not depend on strangers keeping their promises. "
91,201912,NickSzabo4,2019-08-05 00:58:52+00:00,0,2,,It is bearer but it's not a bond. Bonds are trust-based IOUs. Bitcoin isn't an IOU and it is trust-minimized.
92,201912,NickSzabo4,2019-08-05 00:30:55+00:00,2,7,,"Trust-minimized validation of Bitcoin doesn't require sophisticated chemical assay equipment, it only requires a relatively cheap computation."
93,201912,NickSzabo4,2019-08-04 19:22:48+00:00,8,46,,"Thus the importance of full nodes (validate money for yourself, don't outsource it) and ""not your keys, not your Bitcoin""."
94,201912,NickSzabo4,2019-08-03 04:29:12+00:00,96,486,,"Bitcoin is to protect your wealth, bitcoin (layer 2) is for the coffee."
95,201912,NickSzabo4,2019-08-01 06:16:23+00:00,0,4,,What the fuck is wrong with you? Blocked.
96,201912,NickSzabo4,2019-07-31 21:01:45+00:00,8,96,,"You can't use Bitcoin for cufflinks, therefore it's not money."
97,201912,NickSzabo4,2019-07-31 00:07:46+00:00,0,1,,"Works in some and maybe most circumstances, but t's more generally robust if, like Bitcoin itself, it doesn't depend on legal action to be secure."
98,201912,maxkeiser,2019-08-07 23:26:51+00:00,0,6,,"Trader Max Keiser prevê dominância do Bitcoin e a ""morte"" das altcoins - CriptoFácil "
99,201912,maxkeiser,2019-08-07 23:23:25+00:00,20,106,,"Altcoins are dying, don't delay getting Bitcoin, Claims Max Keiser - OBN "
100,201912,maxkeiser,2019-08-07 20:57:22+00:00,41,128,#Bitcoin #Bitcoin,Hahaha... All the bonds pay negative rates... All sovereign bonds are slow-defaulting. The safe haven play is #Bitcoin and Gold. 
101,201912,maxkeiser,2019-08-07 19:00:43+00:00,10,25,,"Some of the best minds in bitcoin meeting in Palm Springs, CA from September 23-25 to talk privacy, second layer, hyperbitcoinization and more? Count me in. Learn more about the event at http://cryptosprings.org"
102,201912,maxkeiser,2019-08-07 13:39:33+00:00,1,1,#Bitcoin #Bitcoin,"Nope HODL’ers will, as all wealthy have done throughout history, use their dominant money (BTC), to buy their way into power and make/change laws. He who has the #Bitcoin, makes the laws."
103,201912,maxkeiser,2019-08-07 13:36:40+00:00,67,255,#Bitcoin #Bitcoin,"Global financial chaos (as @KeiserReport predicted) is unraveling. #Bitcoin, Gold and Silver as safe haven plays."
104,201912,maxkeiser,2019-08-07 00:30:19+00:00,23,157,#Bitcoin #Bitcoin,One of the reasons I started buying #Bitcoin at $1 in 2011 is that I know first hand the problems that come with owning an actual tonne of Silver and a lot of Gold. This is what a tonne looks like. 
105,201912,maxkeiser,2019-08-07 00:13:25+00:00,39,139,,"Warren Buffett is a ‘fraud & charlatan,’ bitcoin is the future – Max Keiser "
106,201912,maxkeiser,2019-08-07 00:12:37+00:00,68,248,,"You Can't Stop Bitcoin's Global Takeover, Says Max Keiser. The Nation State Is Finished - TheStreet "
107,201912,maxkeiser,2019-08-06 23:57:21+00:00,17,66,,"Max Keiser: “Bitcoin’s Going To $100,000, But I Also Own A Lot Of Gold And More Than 35,000 Ounces Of Silver” (5 min mark). Part 1 https://youtu.be/V44sS5Uc450"
108,201912,maxkeiser,2019-08-06 19:00:26+00:00,1,5,#Bitcoin #Bitcoin,"Nope. #Bitcoin heading higher with or without us, but it might mean an extinction event for humans. Don’t worry about BTC because BTC certainly doesn’t worry about you. JUST HODL FOR DEAR LIFE"
109,201912,maxkeiser,2019-08-06 18:56:10+00:00,0,1,#Bitcoin #Bitcoin #Bitcoin #Bitcoin,NOPE. #Bitcoin going where it’s going with or without us. The path it’s on is predetermined and that path could mean an extinction event for humans. Don’t worry about #Bitcoin because it absolutely doesn’t worry about you. JUST HODL FOR DEAR LIFE.
110,201912,maxkeiser,2019-08-06 18:25:23+00:00,5,53,#Bitcoin #Bitcoin,If you are fighting for #Bitcoin acceptance you don’t deserve Bitcoin.
111,201912,maxkeiser,2019-08-06 18:24:18+00:00,1,5,#Bitcoin #Bitcoin,"How much did @KeiserReport’s “Buy Silver, Crash JP Morgan” campaign inspire Satoshi to get off his ass and launch #Bitcoin already?"
112,201912,maxkeiser,2019-08-06 17:10:10+00:00,2,29,#Bitcoin #Bitcoin,"That’s nothing. Here I rip up a $50. If this offends you. You know absolutely nothing about #Bitcoin. But if you’re a HODL’er, you’re useful. Just HOLD, we’ll take care of the rest. You don’t have to know why. Just HOLD. "
113,201912,maxkeiser,2019-08-06 16:53:48+00:00,31,210,#Bitcoin #Bitcoin #TheTaoOfBitcoin,#Bitcoin creates chaos. Bitcoin creates order. #TheTaoOfBitcoin
114,201912,maxkeiser,2019-08-06 16:41:12+00:00,0,14,#Bitcoin #Bitcoin,"Put $10,000 into #Bitcoin and wait 5 yrs."
115,201912,maxkeiser,2019-08-06 16:02:36+00:00,35,113,#Bitcoin #Bitcoin,"Historic moment in #Bitcoin history, @KeiserReport, 2011"
116,201912,maxkeiser,2019-08-06 12:29:07+00:00,32,182,#Bitcoin #Bitcoin,Negative interest rate bonds are unquestionably a Ponzi scheme. #Bitcoin is unquestionably *not* a Ponzi scheme.
117,201912,maxkeiser,2019-08-06 11:43:02+00:00,7,32,#Bitcoin #Bitcoin,Very bullish for #Bitcoin. Negative interest bond buyers are the alt coin investors of debt. They know they are buying toxic s*** but they do it anyway because of Toxoplasmosis. They need to stop eating cat s***. https://en.wikipedia.org/wiki/Toxoplasmosis
118,201912,maxkeiser,2019-08-06 11:05:47+00:00,101,609,#Bitcoin #Bitcoin,#Bitcoin dominance 68.2% - heading to 80% - as alts die in favor of BTC. The 2014-2017 era of alts and hard forks is dead. Don’t be the last to rotate out of alts into BTC.
119,201912,maxkeiser,2019-08-05 23:50:03+00:00,47,156,#Bitcoin #Bitcoin,#Bitcoin is peace. Fiat money is violence. We’ll never stop the violence so long as fiat runs through our economy. Stop the violence. Stop fiat. 
120,201912,maxkeiser,2019-08-05 20:50:12+00:00,8,60,#Bitcoin #Bitcoin,True. #Bitcoin fixes this. 
121,201912,maxkeiser,2019-08-05 16:16:14+00:00,1,3,#Bitcoin #Bitcoin,"I invented virtual currencies and prediction markets. Broadcast to millions the message to buy #Bitcoin at $1. So yea, ya think? http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&amp;Sect2=HITOFF&amp;d=PALL&amp;p=1&amp;u=/netahtml/PTO/srchnum.htm&amp;r=1&amp;f=G&amp;l=50&amp;s1=5950176.PN.&amp;OS=PN/5950176&amp;RS=PN/5950176"
122,201912,maxkeiser,2019-08-05 14:42:21+00:00,11,45,,"Max Keiser Interview: Buy Bitcoin, ‘Leave Alts to Dickheads Like Jamie Dimon’ "
123,201912,maxkeiser,2019-08-05 14:40:21+00:00,19,77,,Max Keiser: ‘Bitcoin Is Peer-to-Peer Gold… Fight Me’ 
124,201912,maxkeiser,2019-08-05 14:39:57+00:00,1,7,,It Doesn't Have To Be Gold Vs. Bitcoin - Max Keiser | Kitco News 
125,201912,maxkeiser,2019-08-05 14:36:22+00:00,1,2,#Bitcoin #Bitcoin,"#Bitcoin HODL’ing trains the mind and strengthens the spirit. Hard Money creates better societies. Fake money, food and news are evil. These facts are axiomatic and non-contentious. "
126,201912,maxkeiser,2019-08-05 14:23:36+00:00,184,578,#Bitcoin #Bitcoin,"Oil, stocks, $USD down. Sovereign debt defaulting. #Bitcoin, Gold, Silver, up. GFC redux is here. A major bank is about to collapse; with ensuing contagion. Fiat cash will be rationed. Are you ready?"
127,201912,maxkeiser,2019-08-05 13:38:39+00:00,34,131,#Bitcoin #Bitcoin,"Keep in mind, if every government around the world decided to sell the sovereign bonds their central Banks’ held - simultaneously - the total in cash that resulted would be worth less than one #Bitcoin."
128,201912,maxkeiser,2019-08-05 11:44:12+00:00,0,0,#Bitcoin #Bitcoin,"Not at all. #Bitcoin teaches life lessons that, if embraced, would curb the mind of a mass shooter. Pray to @bitchrist"
129,201912,maxkeiser,2019-08-05 11:18:49+00:00,0,3,#Bitcoin #Bitcoin #Bitcoin #Bitcoin,"#Bitcoin teaches life lessons that, if embraced, would stop a mass shooter. If this is news to you. Welcome to #Bitcoin."
130,201912,maxkeiser,2019-08-05 11:02:00+00:00,0,6,#Bitcoin #Bitcoin,"It is what it is. #Bitcoin teaches life lessons that are inconsistent with the mind of a mass-killer. We have a responsibility (some might say), to educate our fellow citizens on this. "
131,201912,maxkeiser,2019-08-05 03:34:26+00:00,14,54,#Bitcoin #Bitcoin #Bitcoin #Bitcoin #Bitcoin #Bitcoin,#Bitcoin #Bitcoin #Bitcoin 
132,201912,maxkeiser,2019-08-05 03:33:02+00:00,43,157,#Bitcoin #Bitcoin,#Bitcoin and Gold reaping the Chinese fiat chaos whirlwind. 
133,201912,maxkeiser,2019-08-05 03:07:35+00:00,175,881,#Bitcoin #Bitcoin,"Fiat chaos engulfing global economy. A perfect storm for #Bitcoin — up $1,000 since I mentioned earlier today; my gut feeling is, we see $15,000 this week."
134,201912,maxkeiser,2019-08-05 03:03:19+00:00,1,32,#Bitcoin #Bitcoin,"I’m not sure people who disagree with this statement truly understand #Bitcoin. Fortunately, don’t care. "
135,201912,maxkeiser,2019-08-05 02:24:02+00:00,85,1321,#Bitcoin #Bitcoin,My uncle Hughie very happy with the #Bitcoin I helped him buy 8 yrs ago under $5. 
136,201912,maxkeiser,2019-08-05 02:18:39+00:00,77,409,#Bitcoin #Bitcoin,#Bitcoin dominance tops 67.4% heading to 80% as predicted in January. BTC zooming higher on fiat chaos in China and around the world as predicted. Gold continuing to breakout on the upside as predicted.
137,201912,maxkeiser,2019-08-04 19:51:15+00:00,0,0,#Bitcoin #Bitcoin,#Bitcoin HODL’ing breeds mental stability.
138,201912,maxkeiser,2019-08-04 19:47:36+00:00,1,1,#Bitcoin #Bitcoin,"I think wrongful birth insurance is coming for sure. We already pay for psychotic behavior via health insurance. There is almost nothing we don’t pay insurance on, either directly or indirectly. It is a slippery slope. The only answer is #Bitcoin, for a variety of reasons."
139,201912,maxkeiser,2019-08-04 18:23:57+00:00,61,221,#Bitcoin #Bitcoin,"The problem is fiat money. Fiat money, fractional reserve banking, reckless money printing, the Cantillon effect, negative interest rates, predatory lending, and lawless banks like JP Morgan all contribute to an atmosphere that breeds mass killers. #Bitcoin is the solution. "
140,201912,maxkeiser,2019-08-04 17:38:16+00:00,19,85,#Bitcoin #Bitcoin,#Bitcoin fights psychosis. Individual sovereignty promotes mental health. Feeling oppressed? Emancipate yourself with BTC. 
141,201912,maxkeiser,2019-08-04 17:01:46+00:00,176,1086,#Bitcoin #Bitcoin,"If you own a gun, but no #Bitcoin, you’re still a slave. Sorry."
142,201912,maxkeiser,2019-08-04 16:40:58+00:00,26,163,#Bitcoin #Bitcoin,"Offer any AR-15 buyer a chance to own #Bitcoin instead and mass shootings would go way down. Hard Money curbs psychosis. Fiat money, fiat food, and Fake News f**** up your head."
143,201912,maxkeiser,2019-08-04 12:20:47+00:00,27,201,#Bitcoin #Bitcoin,.@KeiserReport has converted millions of nocoiners to see the light. We’ve brought peace into the lives of millions around the world. What about . Are you ready to try peace and experience #Bitcoin.
144,201912,maxkeiser,2019-08-04 12:17:57+00:00,43,343,#Bitcoin #Bitcoin,"It doesn’t appear any of these mass shooters own #Bitcoin. Spread the word about the hardest money ever and see an uptick in society’s behavior. Fake money, food, and news is taking its toll."
145,201912,maxkeiser,2019-08-03 22:28:26+00:00,2,32,#Bitcoin #Bitcoin,Buy UNCONFISCATABLE #Bitcoin. 
146,201912,maxkeiser,2019-08-03 21:56:16+00:00,27,290,#Bitcoin #Bitcoin,Been in #Bitcoin longer... Created more BTC millionaires... and did it all from @RT_com’s No 1 most viewed show @KeiserReport. What’s Joe waiting for?
147,201912,maxkeiser,2019-08-03 19:29:57+00:00,31,258,#Bitcoin #Bitcoin,"Did not buy #Bitcoin &lt; $100 when I told them. @thestalwart BDS @ReformedBroker @peterschiff BDS @jonnajarian (repented) @RealDougCasey @saifedean (repented) @Frances_Coppola BDS @rcwhalen BDS @JamesGRickards BDS @MishGEA BDS Offered Alex Jones 10,000 BTC @$5. He balked"
148,201912,maxkeiser,2019-08-03 19:24:19+00:00,338,1544,#Bitcoin #Bitcoin,"I’m sensing #Bitcoin will cross $15,000 this week. Confidence in central governments, central banks, and centralized, fiat money is at a multi-decade low."
