,period,username,date,retweets,favorites,hashtags,text
42,201831,VitalikButerin,2018-09-28 20:20:02+00:00,14,132,,I hope Zcash can learn from all of the fun stuff that's coming soon down the ethereum pipeline!
43,201831,VitalikButerin,2018-09-24 10:49:37+00:00,128,464,,Rocket Pool continues humming along implementing and making tests for ethereum stake pools: 
44,201831,VitalikButerin,2018-09-24 00:06:08+00:00,3,16,,"My experience and intuition really do say otherwise. (i) I think most would say the impact of the DoS attacks on ethereum was larger than the one time there was a consensus failure (ii) the culture of ""there is no privileged reference client"" needs to be ingrained from day one"
45,201831,VitalikButerin,2018-09-23 23:49:17+00:00,7,40,,"Heterogeneity arguably saved the Ethereum blockchain back during the 2016 DoS wars ( https://www.ethnews.com/ethereum-continues-to-suffer-from-ddos-attacks ); what stopped geth did not stop parity and vice versa, so the network was online all the way through."
46,201831,VitalikButerin,2018-09-22 12:38:05+00:00,2,31,,Last week in Singapore I saw an ethereum certification service (forgot the name unfortunately) that does a Merkle tree for certifications and only puts the entire list of revocations on chain. For many non-financial use cases things like that can be done.
47,201831,VitalikButerin,2018-09-18 01:52:55+00:00,290,1158,,"Lighthouse: an open-source Ethereum 2.0 client, written in Rust "
48,201831,VitalikButerin,2018-09-11 23:59:25+00:00,1,9,,"I agree cryptocurrency distribution models in general could be much better. I would not say ethereum's is more unfair than others. It may even be one of the more balanced due to the multi-component approach (sale, premine between ~100 developers, mining)."
49,201831,VitalikButerin,2018-09-11 16:12:52+00:00,1,3,,"I remember that. BCH was also used as a payment method Though I believe in at least some of those cases, the reason behind this was volatile txfees plus lack of replace-by-fee support (for those transactions). Ethereum had mandatory RBF since day 1."
50,201831,VitalikButerin,2018-09-11 16:01:58+00:00,1,10,,"Also, this hasn't yet addressed the fact that ETH is the cheapest-to-use MoE in ethereum (and even more so for contracts!)."
51,201831,VitalikButerin,2018-09-11 15:40:28+00:00,3,29,,"Also, ETH is the only medium of exchange on ethereum where the gas cost of transactions is 21000, and not ~40000. Abstraction would change this, but as I said, we have no active plans to do full abstraction."
52,201831,VitalikButerin,2018-09-11 15:30:51+00:00,5,69,,"The reason is that as of today, abstraction is not even implemented in ethereum. There are clear efficiency advantages to using ETH as a means of paying for gas: it's already baked into the protocol, zero gas cost to pay for gas (so no ""tax tax""), network protocol supports it..."
53,201831,VitalikButerin,2018-09-11 15:20:39+00:00,57,307,,"So I realized that the argument that ""there's no value for ETH in ethereum as of today"" is even wronger than I thought."
54,201831,SatoshiLite,2018-10-25 21:21:48+00:00,331,1458,,"Bitcoin, Ethereum, and Litecoin are the BELlweather cryptos. They are the only coins that are traded on every major crypto exchanges and can be stored on every hardware wallet. Easily buying and securely storing other coins is really a PITA. "
55,201831,aantonop,2018-11-13 22:17:51+00:00,37,100,,"Ethereum Q&amp;A: Light clients, EVM, and Mist "
56,201831,aantonop,2018-10-21 14:10:53+00:00,35,72,,Ethereum Q&amp;A: 'Coin' and 'token' terminology 
57,201831,aantonop,2018-10-20 22:32:48+00:00,0,3,,"It is intended. I picked the ""animal"" on both books. Ants and bees represent emergent intelligence from the collaboration of many individual simple ""nodes"" following rules. Just like Bitcoin and Ethereum."
58,201831,aantonop,2018-09-13 19:01:34+00:00,51,149,,Ethereum Q&amp;A: What happens if there are bugs? 
59,201831,ErikVoorhees,2018-11-07 10:55:10+00:00,119,295,,BBVA Puts $150 Million Syndicated Loan on Ethereum Blockchain http://bit.ly/2RIKgkl via @CoinDesk
60,201831,ErikVoorhees,2018-10-18 22:42:53+00:00,71,291,#bitcoin #bitcoin #ethereum #litecoin,SALT’s new website is looking good... get fiat loans backed by your crypto as collateral. Credit scores become irrelevant with this technology. http://www.saltlending.com #bitcoin #ethereum #litecoin
61,201831,ErikVoorhees,2018-10-15 18:43:23+00:00,186,673,,Fidelity Launches Institutional Platform For Bitcoin And Ethereum via @forbes
62,201831,ErikVoorhees,2018-10-15 14:45:23+00:00,10,35,#bitcoin #bitcoin #ethereum #litecoin #blockchain,An In-Depth Look at the Keepkey Cryptocurrency Hardware Wallet http://disq.us/t/378ltwy #bitcoin #ethereum #litecoin #blockchain
63,201831,ErikVoorhees,2018-10-09 18:22:17+00:00,37,125,#bitcoin #bitcoin #ethereum #blockchain #finance,The most influential endowment manager (Yale CIO David Swensen) just jumped into crypto with bets on two Silicon Valley funds https://cnb.cx/2yk5zjQ #bitcoin #ethereum #blockchain #finance
64,201831,ErikVoorhees,2018-10-09 16:02:54+00:00,15,104,#bitcoin #bitcoin #ethereum #blockchain #crypto,ShapeShift made the CNBC 100 https://cnb.cx/2E6y3Uo #bitcoin #ethereum #blockchain #crypto @shapeshift_io
65,201831,ErikVoorhees,2018-10-07 15:32:16+00:00,155,484,#bitcoin #bitcoin #ethereum,"Of the many projects that ICO'd in 2017, SALT is emerging as one of the leaders in actually delivering a working and highly useful service. Avoid selling crypto when you need fiat. Excellent new financial service for the crypto economy. https://blog.saltlending.com/salt-announces-200-increase-in-lendable-areas-487cc796cd9a #bitcoin #ethereum"
66,201831,ErikVoorhees,2018-10-02 14:38:41+00:00,30,119,#bitcoin #bitcoin #ethereum #blockchain #finance #wallstreet,“We should not expect the Wall Street Journal to change Wall Street.” — @ShapeShift_io https://medium.com/@ShapeShift.io/shining-light-on-wsjs-attack-on-shapeshift-and-crypto-5aba86160185 #bitcoin #ethereum #blockchain #finance #wallstreet @wsj
67,201831,ErikVoorhees,2018-10-02 03:04:21+00:00,119,341,#bitcoin #bitcoin #ethereum #blockchain,“The WSJ reporters withheld information for months about suspicious accounts in order to build their story” — @ShapeShift_io https://medium.com/@ShapeShift.io/shining-light-on-wsjs-attack-on-shapeshift-and-crypto-5aba86160185 #bitcoin #ethereum #blockchain @WSJ
68,201831,ErikVoorhees,2018-10-01 22:56:08+00:00,138,433,#bitcoin #bitcoin #ethereum #blockchain #wallstreetjournal,“Shining Light on WSJ’s Attack on ShapeShift and Crypto” by @ShapeShift_io https://medium.com/shapeshift-io/shining-light-on-wsjs-attack-on-shapeshift-and-crypto-5aba86160185 @wsj #bitcoin #ethereum #blockchain #wallstreetjournal
69,201831,ErikVoorhees,2018-09-28 03:28:22+00:00,194,450,,Austria to Use Ethereum Public Blockchain to Issue $1.35 Bln in Government Bonds https://cointelegraph.com/news/austria-to-use-ethereum-public-blockchain-to-issue-135-bln-in-government-bonds via @cointelegraph
70,201831,ErikVoorhees,2018-09-20 21:43:03+00:00,2,19,#bitcoin #bitcoin #ethereum #erc20 #tokens #crypto #blockchain,CryptoGround: A Complete KeepKey Hardware Wallet Review https://www.cryptoground.com/a/keepkey #bitcoin #ethereum #erc20 #tokens #crypto #blockchain
71,201831,APompliano,2018-11-10 17:42:06+00:00,283,956,,This week in crypto: 1. BBVA put $150M loan on Ethereum 2. Sim swapping victims sue carriers 3. @binance launched research arm 4. @WilliamShatner defends @VitalikButerin 5. Bitmain launched new miners 6. DTCC testing blockchain 7. @blockchain airdropping $125M XLM Onwards!
72,201831,APompliano,2018-11-08 13:54:19+00:00,101,576,,Two principles at a school in China were caught mining Ethereum in the building. Crypto brings economic freedom to so many people...even the principal.
73,201831,APompliano,2018-10-07 17:41:12+00:00,140,883,,Unpopular opinion: More ICOs will be issued on the Bitcoin blockchain than Ethereum blockchain over the next decade.
74,201831,APompliano,2018-10-02 11:20:53+00:00,28,106,," New podcast alert!! @Sonnenshein is the Managing Director of crypto's largest asset manager, @GrayscaleInvest. We talked about Bitcoin, regulation, institutional investors, and why @DCGco bet on Ethereum Classic. Listen &amp; I promise you'll learn. "
75,201831,APompliano,2018-09-10 13:20:38+00:00,1522,5041,,Winklevoss twins just announced a stablecoin backed by USD. The Ethereum-based token is: - Approved by NY Department of Financial Services - Dollars held in FDIC-insured State Street account - Audited by multiple third-parties at various times The market continues to mature.
76,201831,maxkeiser,2018-10-06 17:13:26+00:00,4,6,#Bitcoin #Bitcoin,"According to developers, is the primary differentiation between #Bitcoin and Ethereum a question of decentralization?"
77,201831,lopp,2018-11-09 16:50:54+00:00,49,523,,"I once met a miner who accidentally 51% attacked Ethereum Classic in its early days and, upon realizing it, redirected some hashpower to other coins so as to avoid crashing confidence in the newborn network."
78,201831,lopp,2018-10-30 12:58:41+00:00,0,0,,"Minimum specs are tough to say because it usually comes down to ""how long are you willing to wait for initial sync"" - the only nodes of which I'm aware some PCs can NEVER sync to chain tip are ethereum nodes running on spinning disks."
79,201831,lopp,2018-10-28 15:19:27+00:00,0,6,,While Ethereum is running near max capacity it appears to be adding about 8 hours of validation time to the initial sync for every month of history you're syncing. On this fairly high end machine.
80,201831,lopp,2018-10-28 13:14:14+00:00,1,10,,"Ethereum is slightly different / more complex. I'm not doing full archival because my hard drive isn't large enough. I am keeping all of the blocks and validating them all, but am pruning old states. "
81,201831,lopp,2018-10-27 00:31:15+00:00,31,324,,"Yo dawg, I heard you like Bitcoin and Ethereum so I put some bitcoins in your ether contracts so you can BTC while you ETH."
82,201831,lopp,2018-10-23 11:27:12+00:00,34,140,,"""Bitcoin maximalists are nationalists"" is one logical leap from ""Bitcoin maximalists are nazis."" Let's hurry up and get this over with - we just need one more Ethereum founder to complete the cycle! "
83,201831,TuurDemeester,2018-10-22 00:14:40+00:00,1,4,,"Since 2016 I'm on record warning about how many development decisions taken in Ethereum dangerously contribute to centralization. Now that the patient is in the Emergency Room, you're telling me that there's no merit in saying that he's become morbidly obese..."
84,201831,TuurDemeester,2018-09-27 19:03:33+00:00,0,0,,"Glad you enjoyed it Evan! An apologies accepted. In terms of scaling prospects & differences between Bitcoin & Ethereum, here's an article that I've been reading today. https://hackernoon.com/sharding-centralizes-ethereum-by-selling-you-scaling-in-disguised-as-scaling-out-266c136fc55d"
85,201831,TuurDemeester,2018-09-26 21:37:47+00:00,1,4,,"The reason why Ethereum planned to scale on layer 1, was that this was the reason for its existence in the first place. If scaling was always going to happen on layer 2, ETH could just as well become a smart contract layer on top of Bitcoin."
86,201831,TuurDemeester,2018-09-22 14:39:26+00:00,0,0,,"Vitalik responded 4 hours ago, my tweet is from 2 days ago... I'm aware of the promise of ""layer 2"" in Ethereum - and like many others I'm skeptical of the execution. You forgot to link to Vitalik's responses: "
87,201831,TuurDemeester,2018-09-21 00:10:58+00:00,92,364,,"But... deploying d-apps on the ""Ethereum Virtual Machine"" is exactly what everyone was encouraged to do for the past 4 years. Looks like on-chain scaling wasn't such a great idea after all. "
88,201831,TuurDemeester,2018-09-11 18:36:38+00:00,113,418,,"Developer source: ""Every company running an Ethereum node I've talked to in the past few months have reported constant problems with keeping the tip synced. One company said they have one guy completely devoted to handling the ~3 fires per week that come up with their geth node."""
89,201831,barrysilbert,2018-10-30 12:44:23+00:00,92,432,,"The Ethereum Foundation just donated $150,000 (in $ETC) to the Ethereum Classic Cooperative Thrilled to see bridges being built between the Ethereum and Ethereum Classic communities "
90,201831,barrysilbert,2018-10-22 14:24:58+00:00,64,184,,"Ethereum Based Tokenized Virtual Reality Land Sold for $100,000 "
91,201831,barrysilbert,2018-09-12 02:18:26+00:00,67,267,,"#of individuals working full time on Ethereum Classic has grown from 11 last year to 38 currently (spread across four teams), giving ETC one of the largest networks of developers and contributors in cryptoland And it is completely decentralized "
92,201831,barrysilbert,2018-09-10 22:47:12+00:00,44,187,,"Looking forward to two days of discussion, debate and celebration with over 500 of my Ethereum Classic peeps from around the world "
93,201831,ToneVays,2018-11-10 21:36:52+00:00,0,4,#ethereum,"He came to dinner organized for me in London when I came to town, it was actually fun sitting next to him for a few hours talking shit about #ethereum :)"
94,201831,ToneVays,2018-11-07 14:50:06+00:00,4,54,#Bitcoin #Bitcoin #ICO #Ethereum #Security,The #Bitcoin Law Review will be back THIS WEEK w/ Lots to talk about. Will @SEC_News @SEC_Enforcement call all #ICO's &amp; even #Ethereum a #Security? Top Vids: https://www.youtube.com/watch?v=wUUVlatCvp0&amp;index=3&amp;list=PLQBwZ2xry6ebYoZktlQeeKDGeJaMP5EJ1 https://www.youtube.com/watch?v=EnUGcwBUO5I https://www.youtube.com/watch?v=FzGBR-M6U88&amp;list=PLQBwZ2xry6eZ2SXBT-CuABpdirgguF0bg&amp;index=1 https://www.youtube.com/watch?v=KlAvwpNsVpc&amp;index=12&amp;list=PLQBwZ2xry6eZ2SXBT-CuABpdirgguF0bg https://www.youtube.com/watch?v=18xThXGorDc&amp;index=10&amp;list=PLQBwZ2xry6eZ2SXBT-CuABpdirgguF0bg
95,201831,ToneVays,2018-11-07 14:27:10+00:00,0,0,#Ethereum #ICO,"Why Can't it be #Ethereum? with you on the other two, $ETH was an #ICO"
96,201831,ToneVays,2018-11-02 03:21:03+00:00,57,375,#Blockchain #Bitcoin #Bitcoin #Ethereum #EOS,"Looks like @VitalikButerin is getting ready to pull a @DanLarimer. Exited!!. People continue to NOT understand what a Decentralized #Blockchain is &amp; why #Bitcoin does NOT compete w/ nonsense like #Ethereum $ETH or #EOS $EOS, it compets w/ $USD $EUR $GOLD"
97,201831,ToneVays,2018-10-19 17:21:11+00:00,7,56,#Ethereum #Bitcoin #Bitcoin,"ТОН ВЕЙС на русском языке про Биткоин, #Ethereum, трейдинг, #Bitcoin ETF, SEC, Майка Новограца Another recent interviews in RUSSIAN that was done by one of the attendees at the Amsterdam Trading Class:"
98,201831,ToneVays,2018-10-13 09:03:32+00:00,24,185,#Crypto #Ethereum #Blockchian #Bitcoin #Bitcoin,"AND this is why I continue to call @laurashin the WORST ""Top 10 popular/non-scammer"" Journalist/podcaster in #Crypto. She DOSN'T comprehend that @Nouriel is 100% right in his #Ethereum #Blockchian understanding. Watch my debate against Nouriel on #Bitcoin: https://www.youtube.com/watch?v=_ecOfaidq9I"
99,201831,ToneVays,2018-10-11 20:56:07+00:00,0,0,#Ethereum,"No, because the company did not scam anyone... but if I ever promoted #Ethereum, I would feel like disgrace"
100,201831,ToneVays,2018-10-01 07:46:28+00:00,0,1,#Ethereum #CryptoScam,This actually reminds me that i need to edit the 3rd #Ethereum episode of the @Crypto_Scam #CryptoScam podcast which I recorded over a month ago... I've been talking this $ETH stupidity since 2015 --&gt; at least
101,201831,ToneVays,2018-09-22 20:03:58+00:00,2,37,#Ethereum,"But it's worse than that, backing a crypto currency with $GOLD is probably the dumbest thing one can do. The model has been proven a failure 10 years ago ($DIG is actually more dangerous cause it's prob on top of unscalable/centralized #Ethereum): https://en.wikipedia.org/wiki/E-gold"
102,201831,ToneVays,2018-09-17 21:42:07+00:00,0,2,,"Ethereum has way more, not impressed."
103,201831,ToneVays,2018-09-17 21:14:12+00:00,0,7,#Ethereum,"Actually, it should age just fine... i'm still expecting $1 #Ethereum cause that shit can't scale."
104,201831,ToneVays,2018-09-12 20:30:47+00:00,9,41,#Bitcoin #Bitcoin #ICO #Securities #FakeNews #Ethereum #Bitcoin #Bitcoin,#Bitcoin Law Review to talk latest @SEC_Enforcement &amp; did a Judge Rule that #ICO's are #Securities or was it #FakeNews? #Ethereum &amp; #Bitcoin ETN's get de-listed by @SEC w/ @FJasonSeibert @dcsilver @RestisLawFirm @propelforward @sashahodler @BitcoinKhaleesi
105,201831,adam3us,2018-10-30 14:45:28+00:00,0,9,,"some of the previous ethereum consensus bugs, all 3 implementations were wrong according to the spec I think. like @peterktodd says it's not even clear what takes precedence - the spec, or an implementation, and which one."
106,201831,adam3us,2018-10-28 12:56:09+00:00,0,2,,"Sometimes they argue that only miners should validate blocks, users should be SPV only & trust miners, that fast expensive nodes, with only a few companies able to run them, ethereum-style, is OK, or even ""Satoshis Vision"". I don't believe that but if so, Satoshi would be wrong."
107,201831,balajis,2018-10-08 17:46:36+00:00,0,5,,“We announced an integration with the Ethereum blockchain. It allows evidence of a DocuSigned agreement to be automatically written to Ethereum.” 
108,201831,balajis,2018-10-07 05:33:20+00:00,7,42,,"“At our Momentum conference in June 2018, we announced an integration with the Ethereum blockchain. It allows evidence of a DocuSigned agreement to be automatically written to Ethereum.” "
109,201831,AriDavidPaul,2018-11-07 21:46:02+00:00,0,26,,"It was very gradual. When Bitcoin survived Gox and Silk Road, I was intrigued by its durability and bought a little in 2014 and just fell down the rabbit hole. Then 'discovered' ethereum in 2016 which broadened my interest into the other possible use cases. But, gradually."
110,201831,AriDavidPaul,2018-11-06 23:45:19+00:00,0,3,,"The study accidentally implied that Bitcoin and Ethereum aren't blockchains either ""The ability to undo history (or anything for that matter) related to state is a notion that directly conflicts with the essential definition of what can be considered a blockchain."""
111,201831,AriDavidPaul,2018-10-29 19:15:28+00:00,2,40,,5/ but the current path is a schelling point for consensus. Hard to coordinate stakeholders to anything else at this point. This was part of the controversy over ethereum’s DAO reversal. It’s not clear how consensus will work going forward for state changes. No clear schelling
112,201831,AriDavidPaul,2018-10-29 01:49:04+00:00,1,1,,"Lots of options here. Development budget could be allocated by broader community via on-chain voting as one example (not necessarily a good one.). And other devs don’t need permission (lots of 3rd party ethereum work), and we see gatekeepers with BTC as well."
113,201831,AriDavidPaul,2018-10-29 00:01:22+00:00,3,8,,"3/ a year ago it was popular to think in terms of sectors like decentralized file storage. I think that’s a mistake.l and reflects a specific thesis on competitive and tech forces. I think most sectors will converge (ethereum adding Swarm, etc.)"
114,201831,AriDavidPaul,2018-10-28 23:59:59+00:00,0,9,,"2/ ethereum, for example, is integrating zk-snarks (privacy). Bitcoin has LN (payment rail) and Rootstock (smart contracts.). To some degree, the ‘big’ protocols may eventually compete with every other major cryptocurrency."
115,201831,AriDavidPaul,2018-10-28 22:34:42+00:00,0,1,,I never said you don’t need a base network. A protocol is a set of rules for data transfer. LN has its own self-contained rules that work very differently from that if the ethereum or bitcoin protocols. Are you claiming LN protocol functions the same as Bitcoin protocol?
116,201831,AriDavidPaul,2018-10-27 19:56:28+00:00,0,5,,"Yes, but not because Bitcoin has stayed a step ahead; rather because Bitcoin has a possibly irreplaceable founder myth and powerful creation and development story. And both ethereum and Ripple at various points had more than 50% of BTC’s value despite being born 4+ years later."
117,201831,AriDavidPaul,2018-10-27 00:59:09+00:00,6,52,,"Everyone in the ethereum ecosystem in any way owes a major thanks to Fabian Vogelsteller (@feindura) who introduced ERC-20. He has 15k followers, so he's not exactly unknown, but given ERC-20s central role in the blossoming of the ethereum ecosystem, his role is underappreciated."
118,201831,AriDavidPaul,2018-10-25 22:41:26+00:00,0,1,,"I don't know Aion's tech specifically, but yes - quite a few ways to bridge Bitcoin to Ethereum."
119,201831,AriDavidPaul,2018-10-24 23:01:11+00:00,0,20,,"I feel left out. I’ve been accused of being a bitcoin maximalist and bitcoin fudder, an ethereum and Monero and EOS shill, a tether fudder, tether shill, but never a Blockstream shill. Why won’t anyone invite me to the secret Blockstream meetings so I can shill Liquid?"
120,201831,AriDavidPaul,2018-10-23 22:09:21+00:00,0,2,,"4/ it’s plausible that, say, the value of securitized real estate on ethereum may exceed value of ETH by a factor of 10 or a 100 (if that doesn’t introduce security risks.)"
121,201831,AriDavidPaul,2018-10-23 22:07:07+00:00,0,2,,"2/ incentivized to push for other assets to be accepted by bitcoin miners. In contrast, most ethereum users have such an incentive. Perhaps more importantly, BTC is the end in and of itself; Bitcoin isn’t providing much else as a service. Ethereum in contrast,"
122,201831,AriDavidPaul,2018-10-23 21:44:09+00:00,0,0,,"3/ as for complexity, end user doesn’t deal with that at all, its abstracted away, otherwise no one would use ethereum for anything."
123,201831,AriDavidPaul,2018-10-23 19:25:23+00:00,0,1,,Why economic viability under PoW? Let’s say ethereum forked to better support economic abstraction?
124,201831,AriDavidPaul,2018-10-23 17:41:05+00:00,1,2,,Why do you think this? Miners and other service providers can accept alternative tokens. Why is WTH value necessary? Agree you’re likely right for a PoS version of ethereum.
125,201831,AriDavidPaul,2018-10-21 21:33:15+00:00,1,3,,Ethereum seems to be doing okay.
