,period,username,date,retweets,favorites,hashtags,text
31,201922,APompliano,2019-08-11 13:33:13+00:00,85,479,,"One of Bitcoin’s greatest attributes is our highly engaged, passionate community. This also serves as an incentive for mainstream media to promote or attack Bitcoin in an attempt to get more traffic &amp; hit their goals. It is obvious who is pursuing each approach."
32,201922,APompliano,2019-08-11 11:53:57+00:00,3172,2190,,"I want everyone to learn about Bitcoin. Because of that, I’m giving away 10 free subscriptions to the newsletter I write to institutional investors about the industry every morning. Retweet this tweet and I’ll select 10 people. Knowledge is power! http://offthechain.substack.com"
33,201922,APompliano,2019-08-10 16:18:53+00:00,0,1,,Haha I should drop that on the next segment. “Join us on Bitcoin Twitter!”
34,201922,APompliano,2019-08-10 11:59:52+00:00,331,1423,,This week in crypto: 1. Blockfi raises $18M Series A 2. Bitcoin hashrate hit all-time high 3. Gemini data added to CME indices 4. Blockstream launches BTC mining 5. Virtual Value Tax Fix Act proposed 6. Seoul creating crypto rewards 7. Bitcoin is still not dead :) Onwards!
35,201922,NickSzabo4,2019-08-13 16:08:52+00:00,5,38,,"Technically the customs of Bitcoin are more consistent with self- and family-interest being good. ""Greed"" in the sense of high time preference tends to be less rational and on average less remunerative in the Bitcoin space, and Bitcoin ideologies tend to oppose it."
36,201922,NickSzabo4,2019-08-10 05:00:48+00:00,45,234,,"This is probably the first Wall Street commentary on the idea of cryptocurrency, a critique of my bit gold proposal by @DonLuskin, only a few months before Satoshi released his Bitcoin white paper. https://web.archive.org/web/20080515022027/http://www.poorandstupid.com/2008_04_13_chronArchive.asp#3079142232624095259"
37,201922,NickSzabo4,2019-08-10 01:27:23+00:00,4,32,,It's a little-known fact that your smart phone or laptop can detect the sound of you eating carrots. The Bitcoin software then embeds a secret code in your key and miners charge you double for transactions.
38,201922,arrington,2019-08-13 10:33:36+00:00,10,41,,Everyone feels way about crypto until they get it. Read The Bitcoin Standard. It’s a good beginners way to at least understand why we fee the way we do. Then you can have better retorts than “you are stupid” 
39,201922,maxkeiser,2019-08-13 22:20:49+00:00,42,108,,"You Can't Stop Bitcoin's Global Takeover, Says Max Keiser - TheStreet "
40,201922,maxkeiser,2019-08-13 16:56:14+00:00,0,4,#Bitcoin #Bitcoin,"Hey @JohnRoddison, can you post a photo of the #Bitcoin ATM (hanging out unused in Sheffield) you’re selling. Thanks!"
41,201922,maxkeiser,2019-08-13 15:21:33+00:00,56,246,#Bitcoin #Bitcoin,"Classic bull market behavior by Gold and #Bitcoin, steady up moves punctuated by occasional, short, dramatic pullbacks."
42,201922,maxkeiser,2019-08-13 14:46:07+00:00,9,51,,"FORKED: Bitcoin Cash is 'wounded, volatile' and dying | Micky "
43,201922,maxkeiser,2019-08-13 14:34:09+00:00,4,27,#Bitcoin #Bitcoin,#Bitcoin and Gold hit with risk-on sell programs.
44,201922,maxkeiser,2019-08-13 12:11:42+00:00,10,26,,".@MaxKeiser explains ""What Is Bitcoin?"" on @BBC ""Have I Got News For You"" 6 yrs ago - Tell Um Max! https://youtu.be/me0FfAnMzGw via @YouTube"
45,201922,maxkeiser,2019-08-13 12:09:36+00:00,1,4,#Bitcoin #Bitcoin,.@MaxKeiser explains the #Bitcoin revolution to @AbbyMartin 6 years ago on her shoe https://youtu.be/WAjL_X_ZesE via @YouTube
46,201922,maxkeiser,2019-08-13 12:01:59+00:00,6,43,#Bitcoin #Bitcoin,.@maxkeiser talks to @rustyrockets about a #Bitcoin powered people's revolution five years ago on @KeiserReport
47,201922,maxkeiser,2019-08-12 19:52:40+00:00,0,1,#Bitcoin #Bitcoin,"Never forget... Keep in mind, these people did *not* buy #Bitcoin under $100 when I told them to: @thestalwart @ReformedBroker @peterschiff @jonnajarian (repented) @AllJimRogers @RealDougCasey @yanisvaroufakis @Frances_Coppola @rcwhalen @JamesGRickards"
48,201922,maxkeiser,2019-08-12 19:45:52+00:00,313,1024,#Bitcoin #Bitcoin #Gold,"Bond prices are hitting highs not seen in... 3,000 years. That’s right, the bond bubble is hitting a 3,000 yr high. When it pops, more than $150 trillion gets wiped out. #Bitcoin #Gold"
49,201922,maxkeiser,2019-08-12 13:46:56+00:00,25,168,#Bitcoin #Bitcoin,Stop bailing out corrupt banks. Let them implode. #Bitcoin adoption has been primarily driven by bank collapse.
50,201922,maxkeiser,2019-08-12 12:54:44+00:00,18,182,#Bitcoin #Bitcoin,"Now that institutional money is sufficiently educated about #Bitcoin, it means the chances of ETH ever getting over $500 again are virtually zero."
51,201922,maxkeiser,2019-08-12 12:22:39+00:00,10,76,#Bitcoin #Bitcoin,"Do you know your BTC history? Did you know that @maxkeiser and @SimonDixonTwitt founded one of the very first #Bitcoin VC funds, @BTC_Capital"
52,201922,maxkeiser,2019-08-12 11:53:52+00:00,8,26,#Bitcoin #Bitcoin,.⁦@Frances_Coppola⁩ I accept your apology. (She famously wrote in ⁦@Forbes⁩ that Brits weren’t buying #Bitcoin as a safe haven play after I alerted folks about it). 
53,201922,maxkeiser,2019-08-12 11:50:19+00:00,13,36,,Max Keiser: BRITCOIN: Will Brexit put a rocket under Bitcoin? | Micky https://micky.com.au/britcoin-will-brexit-put-a-rocket-under-bitcoin/
54,201922,maxkeiser,2019-08-12 11:34:17+00:00,50,164,#Bitcoin #Bitcoin,"$GS insiders told me last week the target was going to be $15,000. Hence my short term bullishness. No worries. $15, $28, $100,000k targets all on track. Global banking system is crashing. Only #Bitcoin will be left standing (and Gold). "
55,201922,maxkeiser,2019-08-11 22:47:21+00:00,0,2,#Bitcoin #Bitcoin,#Bitcoin is macro now. The next move up will be epic. 
56,201922,maxkeiser,2019-08-11 22:16:43+00:00,38,250,#Bitcoin #Bitcoin,Why #Bitcoin: It’s the greatest discovery ever by humans searching for the ultimate Hard Money to live peacefully.
57,201922,maxkeiser,2019-08-11 20:43:46+00:00,0,1,#Bitcoin #Bitcoin,"Steve Bannon told me in NYC last year he thought #Bitcoin gave rise to Trump. From a meta prospective, I see his point."
58,201922,maxkeiser,2019-08-11 20:41:49+00:00,1,7,#Bitcoin #Bitcoin,"#Bitcoin is changing humanity. It’s impacting our collective unconscious. It’s fast-evolving is, as a species away from these types of events."
59,201922,maxkeiser,2019-08-11 14:57:13+00:00,11,56,#Bitcoin #Bitcoin,.@KeiserReport has been letting people know for 8 yrs that #Bitcoin volatility will ebb over time with transition from SoV to SoV + MoE. 
60,201922,maxkeiser,2019-08-10 17:52:06+00:00,18,48,,Max Keiser: Bitcoin Dominance Nears 70% as it Gets Dubbed “Safe Haven” by Investors | http://Criptalk.com https://www.criptalk.com/bitcoin-dominance-nears-70-as-it-gets-dubbed-safe-haven-by-investors/
61,201922,maxkeiser,2019-08-10 12:29:10+00:00,95,486,#Bitcoin #Bitcoin,"Excellent fundamentals for #Bitcoin. Dominance and hashrate hitting highs. $15k, $28k, $100k still in play. We were the first media to recognize BTC in 2011; calling it a risk-off, macro, safe haven hedge against global financial chaos. Global implosion NOW. @CoinVigilante"
62,201922,lopp,2019-08-13 18:59:30+00:00,1,28,,The wonderful thing about Bitcoin is it isn't a democracy; owning lots of BTC doesn't give you more power or voting shares. What's the risk of such a distribution being a danger to the system itself? Perhaps you could assume that large hodlers will spam the network as a DoS...
63,201922,lopp,2019-08-13 16:35:45+00:00,2,14,,I believe that this is the video being referenced. Elizabeth mentions the SEC at the 44 min and 1 hour 18 min marks in context of the DAO. I don't see any mention of the SEC with regard to Bitcoin Cash. 
64,201922,lopp,2019-08-13 13:28:51+00:00,218,636,,The number of bitcoin addresses holding 1 billionth of the money supply (about 0.018 BTC / $200) is at an all-time high. https://coinmetrics.substack.com/p/coin-metrics-state-of-the-network-fe6
65,201922,VentureCoinist,2019-08-13 22:26:58+00:00,0,2,,agree with you that satoshi is the factor of bitcoin that sets it apart..just never thought of other money like that. makes sense
66,201922,TuurDemeester,2019-08-10 18:16:42+00:00,19,121,,"My view: if investors want a ""silver"" to trade besides bitcoin's ""gold"", the market will provide it."
67,201922,ToneVays,2019-08-13 23:54:24+00:00,2,72,#futurist19 #Bitcoin #Bitcoin,"No videos today guys, was busy at the #futurist19 all day and time for a nice 600+ grab Rybeye with some toxic #Bitcoin Maximalist like @nvk &amp; @peterktodd"
68,201922,ToneVays,2019-08-13 12:38:16+00:00,1,78,#futurist19 #Bitcoin #Bitcoin,"I will be the key note opening speaker to kick off the #futurist19 conference to talk about the ""Value Proposition of #Bitcoin"" there is still 45 min till start &amp; I know the Pre-Party got a little out of hand but get your asses out of bed &amp; to the venue "
69,201922,ToneVays,2019-08-12 19:11:15+00:00,4,70,#Bitcoin #Bitcoin,"Trading #Bitcoin w/ @Sawcruhteez to talk about this $BTC consolidation in the mid $11,000 and what's next for $GOLD"
70,201922,ToneVays,2019-08-12 12:48:44+00:00,0,1,,"First of all it was a soft fork not a hard fork, 2nd, hard forks might still be possible if the result of not forking is the ""immediate"" & NOT Debatable death of Bitcoin. In block size debate, a better argument was made why the block size should be lowered. Bug Blockers r Fools!"
71,201922,ToneVays,2019-08-12 00:01:15+00:00,7,71,#Bitcoin #Bitcoin,Trading #Bitcoin w/ @Joe_Saz to talk where $BTC Bounce from $11k can take us:
72,201922,ToneVays,2019-08-10 18:08:50+00:00,5,90,#Bitcoin #Bitcoin,Trading #Bitcoin w/ @JacobCanfield to talk about this latest $BTC $500 price drop just as it was about to break above $12k
73,201922,adam3us,2019-08-13 15:20:18+00:00,36,215,,"""At @Blockstream, we have a very strong ethos for running your own node and being in control of your own bitcoin."" "
74,201922,adam3us,2019-08-10 11:12:13+00:00,1,29,,"Over 50% creeps up on you due to price rises after a few years, even if you start relatively conservative, and Bitcoin HODLers don't like to sell, because self-selection from holding is how that came to be, so what are you gonna do."
75,201922,adam3us,2019-08-10 11:04:09+00:00,0,8,,"pre-Bitcoin I was mining crypto algorithm search space, with computer assisted algebra (and algebraic pruning), water cooled over clocked compute power, many CPU & GPU cores. Iteration of observation, new pruning code, optimization, ever deeper. Then Bitcoin rabbit hole happened."
76,201922,adam3us,2019-08-10 09:37:21+00:00,0,30,,"could it be trustless? (Maybe @halfin RPOW TPM code attestations) Could you fully automate: harder, Bitcoin. You can see people exploring informing questions on cypherpunks 1997 onwards. Eg mention of broadcasting transactions, BGP, etc. People were thinking about this for years."
77,201922,VinnyLingham,2019-08-10 20:35:17+00:00,5,47,,Bitcoin: Limited block size 
78,201922,VinnyLingham,2019-08-10 20:34:20+00:00,0,18,,Bitcoin: Limited block size 
79,201922,CharlieShrem,2019-08-13 15:55:44+00:00,9,51,#Bitcoin #Bitcoin,"My wife @courtmwarner and I met in the early days of #Bitcoin when she was doing transactions for a nightclub that accepted BTC. On this week’s show we talk about the early days, how it was more about changing the world that making a fortune. Listen now http://UntoldStories.com"
80,201922,CharlieShrem,2019-08-13 13:02:14+00:00,5,42,,"This episode is Back in 2011, there wasn’t a Bitcoin Meetup on every corner, and conferences were few and far between. My lovely wife @courtmwarner and I talk about how Bitcoin brought us together and how far we’ve come. Listen now! http://UntoldStories.com"
81,201922,balajis,2019-08-11 07:41:32+00:00,0,1,,"So, for small disputes the chain or smart contract would likely handle it. This happens many times per day with Bitcoin &amp; Ethereum. For larger disputes you might need to go outside to a legal system. Note this is separate from legal requirements which will vary by jurisdiction."
82,201922,AriDavidPaul,2019-08-11 14:56:43+00:00,0,0,,"You’re again stuck on bitcoin L1. As with USD, there are many protocols for transferring a financial asset, optimized for different things."
83,201922,AriDavidPaul,2019-08-11 13:45:52+00:00,0,0,,"You keep conflating Bitcoin the settlement layer for bitcoin the financial asset. As with USD, scaleability can be achieved via higher layers. A limitation of L1 bitcoin is not a limitation for bitcoins. Weird that you keep arguing otherwise. We have many protocols for USD."
84,201922,AriDavidPaul,2019-08-10 13:59:34+00:00,0,1,,"Price volatility is separate from other features and a function of a currency’s stage of adoption. Bitcoin is of course a new hypervolatile speculative asset. If it succeeds, it’s vol will gradually fall, as the USD did in the 1800s for example."
85,201922,AriDavidPaul,2019-08-10 13:51:24+00:00,0,1,,"Sigh. You keep harping on the same “bitcoin is a bad competitor to visa” when its competing with the offshore banking system. And you keep ignoring the future introduction of higher layers. Venmo is the wrong comparison, the equivalent doesn’t even exist yet on top of bitcoin."
86,201922,AriDavidPaul,2019-08-10 13:45:22+00:00,0,1,,"I thought we already covered usage? More people use bitcoin than used the internet or credit cards at a comparable stage of development (10 years after introduction.) it never had a chance at L1 being a leading payment rail, good riddance we have plenty of ways to buy coffee."
87,201922,cryptomanran,2019-08-12 23:57:06+00:00,17,205,,Why didn’t the Argentinians buy Bitcoin today?
