,period,username,date,retweets,favorites,hashtags,text
271,201921,AriDavidPaul,2019-07-13 03:10:42+00:00,24,116,,1/ The pattern since Bitcoin’s birth has been that every bull cycle threatens a new set of regulators. Libra just moved things up by 1/2 a bull cycle.
272,201921,AriDavidPaul,2019-07-12 10:58:49+00:00,38,277,,The USD is the most used asset globally for both drug trade and money laundering. Cash is far easier to use anonymously and without oversight than bitcoin. Law enforcement loves cryptocurrencies that have public ledgers of all transactions.
273,201921,woonomic,2019-07-13 02:28:28+00:00,33,209,,"The 2nd amendment, to protect democracy, the right to bear arms should extend to Bitcoin. Modern day battles are fought by economic means, both against the people and against other nations."
274,201921,woonomic,2019-07-10 20:20:06+00:00,39,403,,"Bitcoin’s 4th cycle seems timely for this hockey stick moment. If true, then in this cycle most alts will not amplify BTC’s gains. Value will be sucked out, flowing into BTC and a small set of survivors. Nearly all alts start going the way of Bebo/MySpace."
275,201921,laurashin,2019-07-12 02:09:05+00:00,12,117,,"Hi, @realDonaldTrump, if you want to understand why Bitcoin is important and can be useful, I suggest you take a listen to this podcast. @wences explains the appeal rather persuasively."
276,201921,cryptomanran,2019-07-15 21:51:43+00:00,50,401,,Governments will support Bitcoin as soon as they work out how they can manipulate it like they do with Gold/Silver and their own currencies.
277,201921,cryptomanran,2019-07-15 19:44:40+00:00,125,834,,Buy Bitcoin... Is what Mnuchin just said! 
278,201921,cryptomanran,2019-07-12 15:37:06+00:00,90,397,,You have to appreciate how resilient the BTC price was to Trump's comments. he is arguably the most powerful person in the world today and he did issue a public statement slamming Bitcoin - yet the price moved up! We are really starting to see the benefits of Bitcoin. 
279,201921,cryptomanran,2019-07-12 00:56:08+00:00,24,181,,"We finally got that Bitcoin tweet from Trump. They can’t shutdown Bitcoin but Facebook on the other hand may have some issues. I say again, the more resistance Facebook face, the more valuable Bitcoin becomes. "
280,201921,cryptomanran,2019-07-11 13:44:17+00:00,275,857,,I love how they keep saying Bitcoin is used for illicit activities. How about ships owned by JP Morgan!? 
