,period,username,date,retweets,favorites,hashtags,text
11,201822,aantonop,2018-12-10 21:03:48+00:00,158,978,,"'Mastering Ethereum,' a reference guide for EVM-based open blockchains, should be shipping more predictably now. https://amzn.to/2RAUCTC To those who have already received the first batch, enjoy!"
12,201822,aantonop,2018-12-07 20:40:53+00:00,0,6,,"I've believed there would be multiple coins since 2014, as I said in my talk ""Money as a Language"". I think Ethereum and EVM blockchains are fascinating and technically relevant. That's why I wrote the book. Perhaps you should read it and find out for yourself."
13,201822,aantonop,2018-12-07 11:34:46+00:00,0,0,,"No, not at this time. None of the contracts are sufficiently mature IMO. I'm hoping to see a simple consensus-layer multisig in Ethereum some day."
14,201822,aantonop,2018-12-07 11:32:32+00:00,1,6,,I heard it from the Ethereum community.
15,201822,aantonop,2018-12-01 18:10:14+00:00,56,195,,"'Mastering Ethereum,' a reference guide for EVM-based open blockchains, will be available in print just in time for the holidays: https://amzn.to/2AqNx0B"
16,201822,aantonop,2018-11-21 14:54:52+00:00,0,8,,"Only dabbling. I'm not fluent or even familiar with Go, so I mostly play with integration stuff using python and the gRPC APIs in lnd. Also, been busy writing Mastering Ethereum. Now I have more time I hope to dive deeper!"
17,201822,aantonop,2018-11-21 02:30:47+00:00,564,1960,,Mastering Ethereum is now available on Kindle. Print in one week: Mastering Ethereum: Building Smart Contracts and DApps 
18,201822,aantonop,2018-11-19 01:30:33+00:00,14,143,,"It's an issue and we need to do better. Other crypto communities do better (eg. Ethereum). I work hard to increase diversity, both at my events and those I attend as a speaker. I welcome feedback and suggestions."
19,201822,ErikVoorhees,2018-12-07 04:17:57+00:00,31,353,,"So there are SV maximalists now too... They sound kinda like the Bitcoin maximalists, and the BCH maximalists, and the Dash Maximalists, and Ethereum maximalists, and Ripple Maximalists..."
20,201822,ErikVoorhees,2018-12-06 15:19:03+00:00,48,505,,"So what you’re also saying is that even after the sell off, Ethereum is still up 1,000% in two years. Hodlers are crying all the way to the bank... although they don’t need banks anymore, either."
21,201822,ErikVoorhees,2018-11-28 14:14:31+00:00,11,60,#bitcoin #bitcoin #ethereum #blockchain,A little glimpse of the future of crypto payments. FIO live alpha demo. Decentralized & cross-blockchain. Builders keep building through the market bloodshed. https://youtu.be/oPePoguGJM4 And FIO website here: https://fio.foundation/ @joinFIO #bitcoin #ethereum #blockchain
22,201822,ErikVoorhees,2018-11-21 04:33:28+00:00,53,162,#bitcoin #bitcoin #ethereum,"Thoughtful post on crypto price volatility. ""The Perils of Price Reflexivity"" by omid.malekan https://link.medium.com/VgmNm6B40R #bitcoin #ethereum"
23,201822,PeterLBrandt,2018-12-03 18:58:01+00:00,24,82,#Ethereum,"A public post from April 2018 still relevant today on ""Picking Tops and Bottoms"". The post used #Ethereum as an example. Link to post: https://buff.ly/2pXLhc3"
24,201822,APompliano,2018-12-12 01:22:18+00:00,0,2,,No clue who that is. Don’t be distracted by the noise of the 90% of projects that won’t matter in 5 years. Focus on Bitcoin. That’s the one that changes the world.
25,201822,APompliano,2018-12-12 01:09:23+00:00,1,3,,No clue and not a focus of mine. Any asset that has drawn down ~80% and isn’t going away has an attractive entry point if you have a long time horizon. DYOR :)
26,201822,APompliano,2018-12-04 17:29:38+00:00,0,0,,Check out our http://digitalassetindexfund.com
27,201822,NickSzabo4,2018-12-01 20:08:03+00:00,20,107,,"If you want Ethereum to be a true world computer it must scale socially, i.e. behave in a manner trustworthy to as many diverse users in diverse parts of globe as possible, not merely geographically (just a few dozen English-speaking mutual acquaintances in a handful of cities)."
28,201822,NickSzabo4,2018-12-01 19:54:21+00:00,3,38,,"An abuse of the word ""community"". Ethereum users are far too diverse and unknown to the developers for anything resembling a community (a group of people regularly communicating with each other) and there's little you can learn about in what ways you do and do not have buy-in."
29,201822,maxkeiser,2018-12-02 14:57:58+00:00,5,18,#Bitcoin #Bitcoin,"“Programmable Money” (ie, software) fits Ethereum. Whereas #Bitcoin *is* money."
30,201822,maxkeiser,2018-12-02 14:01:55+00:00,68,269,#Bitcoin #Bitcoin,"#Bitcoin is software as money. Ethereum is money as software. BTC is, at its heart, money. ETH is, at its heart, software."
31,201822,VentureCoinist,2018-11-29 21:52:35+00:00,56,200,,"SEC charges @FloydMayweather and @djkhaled for ""pumping up"" initial coin offerings without telling investors they were getting a promotional fee. Mayweather got a 100k check for writing ""spending Bitcoins ethereum"" full article: https://www.cnbc.com/2018/11/29/sec-charges-floyd-mayweather-dj-khaled-for-promoting-icos-without-disclosing-payments.html"
32,201822,VentureCoinist,2018-11-23 15:05:13+00:00,0,1,,"Not entirely but it does remind me of the article that recently came from Bitmex dogging EOS, where contributors were all key investors/players for ethereum"
33,201822,TuurDemeester,2018-12-13 16:25:16+00:00,2,14,,"Interesting, here's an open source effort to try and address the CFTC's concerns about Ethereum: https://github.com/ethhub-io/ethhub/blob/master/other/ethhub-cftc-response.md"
34,201822,TuurDemeester,2018-12-11 23:50:22+00:00,4,24,#CFTC,"Wow, pertinent questions about PoS and scaling prospects of Ethereum. #CFTC"
35,201822,TuurDemeester,2018-12-07 02:20:10+00:00,0,3,,What made you an Ethereum skeptic? I remember in 2014-15 you had more belief in its architecture and culture.
36,201822,TuurDemeester,2018-12-06 19:22:19+00:00,60,229,,"Unmerciful peer review of Vlad Zamfir & co's white paper to scale Ethereum: ""the authors do NOT prove that the CBC Casper family of protocols is Byzantine fault tolerant in either practice or theory"". "
37,201822,TuurDemeester,2018-12-05 06:30:45+00:00,73,261,#infura,Finally a media article touching on the elephant in the room: Ethereum has become highly centralized. #infura https://www.coindesk.com/the-race-is-on-to-replace-ethereums-most-centralized-layer/amp?__twitter_impression=true
38,201822,ToneVays,2018-12-12 04:05:50+00:00,1,18,#Cryptoscam #ethereum,Someone should send them my #Cryptoscam #ethereum episodes @CFTC @giancarloCFTC
39,201822,ToneVays,2018-12-07 02:35:15+00:00,1,11,,"Stellar, Ripple and Ethereum hahah"
40,201822,ToneVays,2018-12-05 12:10:04+00:00,21,112,#cryptoscam #Ethereum #ETHBTC,#cryptoscam #11 - #Ethereum PT 3 - On why it's Technologically Unsustainable and can't scale w/ @StopAndDecrypt &amp; @lopp is finally out! Was Recorded in July &amp; August ... Sorry for the editing delay. $ETH $ETHUSD #ETHBTC
41,201822,ToneVays,2018-12-02 20:25:11+00:00,0,16,#Ethereum #CryotoScam,"Yup, good overview, I need to edit the 3rd part #Ethereum #CryotoScam that was recorded months ago... Maybe on my 11 he flight to Chile for @laBITconf"
42,201822,ToneVays,2018-11-29 02:42:52+00:00,32,157,#STO #Bitcoin #Bitcoin #ICO #Ethereum #EOS,"Thank you @awscloud, we'll finally have a functioning database for all these scammy #STO's as NONE of them ever needed decentralization to sperate unqualified investors from their #Bitcoin. Good bye scammy #ICO's like #Ethereum &amp; #EOS, u won't be missed."
43,201822,adam3us,2018-11-23 16:42:57+00:00,0,8,,You can poke ethereum if you like tho :)
44,201822,CharlieShrem,2018-12-12 03:09:03+00:00,29,96,,"Satellite named ""EtherX"" as an ode to Ethereum to be launched on SpaceX Falcon 9 in Winter 2019 "
45,201822,CharlieShrem,2018-11-30 15:01:27+00:00,25,88,,"Dong’s Big $50,000 Bitcoin Price Prediction Drives Crypto Higher...Ethereum, Litecoin and Others Follow https://cryptoiq.co/dongs-big-50000-bitcoin-price-prediction-drives-crypto-higher-ethereum-litecoin-and-others-follow/ via @_CryptoIQ"
46,201822,balajis,2018-11-22 23:12:20+00:00,0,13,,"Yeah, it’s theoretically possible for there to be an open crypto protocol and openly readable blockchain with a widely adopted closed source node. But that’s empirically not the case with Bitcoin/Ethereum. Closed source would also probably inhibit adoption."
47,201822,balajis,2018-11-22 04:31:29+00:00,248,843,,"Blockchains are the next step after open source, as they provide open data & open execution. You don’t just see the source code with something like Bitcoin or Ethereum. With a full node you see all historical data, all pending writes, and can retrace every step of code execution."
48,201822,AriDavidPaul,2018-12-02 06:47:33+00:00,0,1,,"2/ And maybe your analysis is right. What I object to is you repeatedly claiming that there aren't clear reasons why someone would have more confidence in Bitcoin's strong consensus around MP than ethereum's total lack of one. Call that view wrong, don't pretend it doesn't exist"
49,201822,AriDavidPaul,2018-12-02 05:42:22+00:00,0,3,,That's fine. I've explicitly explained many times now the specific evidence and logic supporting the argument that it's rational to have more confidence in Bitcoin's MP than ethereum's. It's fine for you to weigh the value of social consensus as nearly worthless holisitically.
50,201822,AriDavidPaul,2018-12-02 04:52:11+00:00,0,0,,"What does ""soundness of the protocol"" mean to you? I'd argue ethereum's is deliberately unsound with promises of meaningful ongoing changes. Monetary transmission of the same thing (ETH) for example needn't rely on a specific protocol and imo likely won't."
51,201822,AriDavidPaul,2018-12-01 08:31:36+00:00,1,3,,LN isn't competing with ethereum. There are protocols that support 100x the tx volume with varying tradeoffs.
52,201822,AriDavidPaul,2018-11-30 22:47:52+00:00,0,2,,"Not at all. I'm describing it as what it is. It could become something else, and then we can discuss it as such. Ethereum could institute a clear monetary policy and create strong consensus around that. They haven't yet. The USD might become gold backed again..."
53,201822,AriDavidPaul,2018-11-30 18:52:10+00:00,0,4,,"4/ TLDR: ""certainty"" is a false binary. With Ethereum's monetary policy, there's literally nothing to have confidence in or not...there isn't even a concrete long-term plan. With Bitcoin, there's a powerful status quo schelling point; not certain, but powerful."
54,201822,AriDavidPaul,2018-11-30 14:59:36+00:00,0,11,,"2/ Ethereum could develop a similar schelling point over time, but would take a long time. At the moment, none exists at all imo. If you go to an ETH conference and ask 20 people what the inflation rate will be in 10 years, I doubt you'd get 15+ definitive identical answers."
55,201822,cburniske,2018-12-09 19:59:01+00:00,171,531,,"Just published: ""Bitcoin & Ethereum: Prices are Down More than the Fundamentals"" https://medium.com/@cburniske/bitcoin-ethereum-prices-are-down-more-than-the-fundamentals-88fd18a86d14"
56,201822,cburniske,2018-12-07 14:51:07+00:00,2,22,#Ethereum,"Regardless of how one feels about the merits of #Ethereum, one must also acknowledge the size of the network &amp; its ability to influence sentiment (which inevitably feeds back on $BTC)."
57,201822,cburniske,2018-12-07 14:49:23+00:00,2,15,#Ethereum,"$ETH the main wild-card here. While I expect it to find bottom relative to $BTC (coinciding with its own supports, likely mid double digits), if it doesn't then it will have knock-on effects given it serves as the unit of account of the #Ethereum ecosystem &amp; its many ERC-20s."
58,201822,cburniske,2018-11-30 14:53:00+00:00,1,25,#cryptonetwork,"5/ Given the transparency of data in public blockchains, ""meaningful use"" is hard to fake. If you're contorting yourself to prove meaningful use of your ""token,"" you probably have a company that issued a security (albeit on top of a true #cryptonetwork called Ethereum)."
59,201822,cburniske,2018-11-28 14:36:54+00:00,4,42,#Ethereum,"2015 was slow for the crypto industry (lots of pivots), markets consolidated (no V-shaped recovery) & private blockchains (with the term DLT not yet widely used) began to inflect in focus. Heavy regulation came out too (Bitlicense). But 2015 was also the yr #Ethereum launched "
60,201822,cburniske,2018-11-27 19:26:32+00:00,34,169,#Ethereum #cryptoassets #ConsensusInvest,"#Ethereum's daily #of transactions are down 59% (1.35M peak, 550K current), whereas price is down 93%. For *quality* #cryptoassets, I'm frequently seeing prices down much more than the fundamentals. Mr. Market overreacting? Will share more at #ConsensusInvest at 4:45 pm ET"
61,201822,cburniske,2018-11-24 16:34:00+00:00,2,22,,would love to hear @VitalikButerin @lrettig @ethereumJoseph or anyone else’s opinion on this that’s deep within Ethereum!
62,201822,cburniske,2018-11-24 16:30:13+00:00,1,13,,"That requires a *long term* commitment from @ethereum around $ETH’s supply inflation, whatever that commitment may be (and depending on PoS choices, I imagine)."
63,201822,cburniske,2018-11-24 16:26:33+00:00,1,20,#Ethereum,While one could argue it’s a distraction to keep investors up to date — investors take time and #Ethereum’s intended audience is devs — a stable capital base will be key over the long run.
64,201822,cburniske,2018-11-24 16:18:25+00:00,6,35,#Ethereum,"While it was clearly communicated earlier in #Ethereum’s life, as an investor it’s been harder to follow of late (maybe just more info?). Clearer communication around intended monetary policy is one of a few things that would put the markets more at rest around $ETH."
65,201822,cburniske,2018-11-24 16:10:45+00:00,13,64,#Ethereum,What is the latest thinking and formal communication around #Ethereum’s monetary policy?
66,201822,cburniske,2018-11-20 22:54:45+00:00,0,13,,"Credit to @wintonARK for first making me aware of the Ethereum de-leveraging idea, and thanks to Joe's co-anchors @CarolineHydeTV &amp; @romainebostick for their questions!"
67,201822,cburniske,2018-11-20 22:23:52+00:00,24,135,#crypto #Bitcoin #Bitcoin #Ethereum,"Covered a lot of #crypto with @TheStalwart in under 4 minutes. #Bitcoin's hunt for bottom, #Ethereum's de-leveraging, @MakerDAO as a credit facility, and more: https://www.bloomberg.com/news/videos/2018-11-20/why-crypto-assets-keep-falling-video"
68,201822,ethereumJoseph,2018-12-05 17:17:15+00:00,30,127,#Ethereum,"Really insightful episode of @JREpodcast with @bengoertzel. Thanks for the @ConsenSys shoutout! Always here to chat if you wanna learn more about #Ethereum, @joerogan."
69,201822,ethereumJoseph,2018-12-03 16:54:52+00:00,7,40,#Ethereum,"The @AlethioEthstats team has made #Ethereum available as a Linked Data graph! Download the set, shoot out some queries, learn about the structure, explore relationships, and share your conclusions with the community. "
70,201822,ethereumJoseph,2018-12-03 15:03:14+00:00,21,59,#Ethereum,"Read how @3boxdb is allowing #Ethereum users to create and manage their social profile, sign in to dApps, interact with other users, build reputation, store data, and much more. The Javascript API allows devs to easily pull information during onboarding. "
71,201822,ethereumJoseph,2018-12-02 15:46:31+00:00,45,177,#Ethereum,Excited to announce @ConsenSys support of @aztecprotocol as they implement privacy solutions on #Ethereum. Looking forward to seeing their work on zk-SNARKs with large financial institutions. 
72,201822,ethereumJoseph,2018-12-01 18:24:59+00:00,30,195,#blockchain,The #blockchain space is full of open source heroes. We stand on the shoulders of giants. -Satoshi gave us the code -@aantonop keeps advocating the cause -@VitalikButerin cares more about the ecosystem than personal fame -@tayvano_ gave us a free interface for Ethereum wallets
73,201822,ethereumJoseph,2018-12-01 18:24:58+00:00,28,145,,"We have tools. So. Many. Dev. Tools. -@infura_io's secure, reliable, and scalable access to Ethereum and IPFS. -@trufflesuite development made easy -Pantheon from @PegaSysEng joins the client game -@Kaleido_io blockchain business cloud -@awscloud -@Azure -@ZeppelinOrg -Relayers"
74,201822,ethereumJoseph,2018-12-01 18:24:57+00:00,44,180,#Ethereum,Developing nations are employing blockchain tech to leapfrog outdated financial systems. -The Philippines is connecting rural banks via a crypto-cash payment system -Chile is using #Ethereum to track energy data -Cryptoassets are protecting millions against hyperinflation
75,201822,ethereumJoseph,2018-12-01 18:24:57+00:00,42,201,#Ethereum,"Enterprises get it. -@EY_US puts zero-knowledge proofs on #Ethereum -@Kaleido_io plugs into @awscloud &amp; @Azure -@ProcterGamble, @GSK &amp; @BHP are tracking goods on Ethereum -@Hyperledger &amp; @EntEthAlliance join forces -@MorganStanley declares crypto a new institutional asset class"
76,201822,ethereumJoseph,2018-12-01 18:24:57+00:00,151,434,#Ethereum #blockchain,Market cap doesn't reflect activity. Decentralized networks are growing. -10B+ daily API requests served by @infura_io -1M+ @trufflesuite downloads -1M+ @metamask_io downloads -12K+ live @Ethereum nodes -48M+ unique #Ethereum addresses -3x @LinkedIn #blockchain job openings
77,201822,ethereumJoseph,2018-11-27 13:52:06+00:00,20,39,#Ethereum,"The @AlethioEthstats team created a pretty astonishing animation of every #Ethereum account up until block 6.7 million, in order of appearance. 40 million accounts, 400,000 accounts per column, in just 3 years. "
78,201822,ethereumJoseph,2018-11-21 20:53:28+00:00,60,314,,"""Ethereum feels like the easiest one to make a bull case for right now."" https://avc.com/2018/11/bleeding/"
